vType_id,vType_length,vType_vClass,flow_begin,flow_departPos,flow_departSpeed,flow_end,flow_id,flow_number,route_edges
,,,1505.23,last,max,1506.23,1400_592,1,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1506.70,last,max,1507.70,1400_593,1,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 gneE31
,,,1507.07,last,max,1641.73,1400_788,5,gneE18 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1510.38,last,max,1511.38,1400_379,1,139051731#16 139051731#19 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 -697666080 -697666080.66 -207412432#8 gneE13
,,,1510.75,last,max,1524.73,1400_391,2,139051731#16 139051731#19 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 gneE15
,,,1511.12,last,max,1512.12,1400_283,1,10133292 10133290#0 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1511.85,last,max,1636.95,1400_846,6,gneE30 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1512.22,last,max,1554.53,1400_480,4,363648686#2 363648686#3 363648686#5 -598977856#0 138668049
,,,1514.43,last,max,1515.43,1400_397,1,145216628#1 145216628#2 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1515.53,last,max,1532.83,1400_577,2,683763247#0 591388258#0 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 gneE42
,,,1518.48,last,max,1626.65,1400_602,11,683763247#0 683763248 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1518.84,last,max,1519.84,1400_55,1,-10150792#4 -10150792#1 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1522.52,last,max,1551.22,1400_195,3,-69221466#3 -69221466#0 -69221466#0.18 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,1522.89,last,max,1523.89,1400_821,1,gneE27 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1523.26,last,max,1524.26,1400_168,1,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1525.83,last,max,1630.33,1400_667,5,69232295#0 508466788#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1527.67,last,max,1590.96,1400_96,2,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1529.51,last,max,1541.29,1400_173,2,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1529.88,last,max,1641.37,1400_513,8,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 -591388261#0
,,,1531.35,last,max,1679.63,1400_188,16,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 gneE24
,,,1531.72,last,max,1533.56,1400_262,2,10131659#1 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,1532.09,last,max,1565.94,1400_94,3,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1534.66,last,max,1549.01,1400_14,3,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1537.61,last,max,1612.67,1400_113,11,-172099960#8 -172099960#1 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1537.98,last,max,1675.22,1400_190,17,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 10150792#1 10150792#2
,,,1541.66,last,max,1564.84,1400_792,3,gneE2 591388269#1.160 591388269#1.258 692123188 692513881#1 621228441#0-AddedOnRampEdge
,,,1542.39,last,max,1543.39,1400_766,1,gneE16 207412432#4.140 697666080 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1543.13,last,max,1550.49,1400_649,2,69232295#0 508466788#0 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1543.50,last,max,1571.09,1400_93,3,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,1543.86,last,max,1557.11,1400_750,2,gneE14 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1546.07,last,max,1547.07,1400_374,1,139051731#16 139051731#19 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 gneE5
,,,1547.17,last,max,1548.17,1400_809,1,gneE25 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1549.38,last,max,1550.38,1400_30,1,-10137014#3 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1549.75,last,max,1550.75,1400_263,1,10131659#1 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1554.17,last,max,1555.17,1400_167,1,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,1554.90,last,max,1555.90,1400_10,1,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,1556.01,last,max,1614.51,1400_217,3,-69221466#3 -69221466#0 -69221466#0.18 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1559.32,last,max,1649.09,1400_448,12,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 -591388261#0
,,,1560.79,last,max,1636.22,1400_717,8,gneE12 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1561.52,last,max,1631.06,1400_740,15,gneE12 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1562.63,last,max,1619.66,1400_108,5,-172099960#8 -172099960#1 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1565.57,last,max,1640.26,1400_885,5,gneE6 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 439745512 692513874#1
,,,1566.68,last,max,1639.89,1400_439,5,145218802#36 145218802#37 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1567.04,last,max,1647.99,1400_543,5,363648686#3 363648686#5 591388269#1 gneE1
,,,1571.46,last,max,1572.93,1400_903,2,gneE8 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1579.19,last,max,1678.90,1400_164,21,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -10131659#5 10128856#0
,,,1580.66,last,max,1581.66,1400_103,1,-146626846#5 -146626846#0 146626843#0 146626843#0.250 gneE42
,,,1589.49,last,max,1647.62,1400_478,7,363648686#0 363648686#2 363648686#3 363648686#5 591388269#1 gneE1
,,,1604.57,last,max,1632.54,1400_881,6,gneE43 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 10128564#0 621228441#0-AddedOnRampEdge
,,,1616.71,last,max,1642.47,1400_773,3,gneE16 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1680.00,last,max,1681.00,1680_791,1,gneE2 591388269#1.160 591388269#1.258 692123188 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,1680.36,last,max,1752.51,1680_542,3,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513874#0 692513874#1
,,,1680.72,last,max,1681.72,1680_46,1,-10137014#3 -697666085#15 -697666085#12 697666085#12 697666085#13 gneE31
,,,1681.08,last,max,1786.26,1680_395,3,145216628#1 145216628#2 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -139051731#19 -139051731#18
,,,1681.44,last,max,1682.44,1680_73,1,-10150792#4 -10150792#1 697666085#12 697666085#13 697666085#13.295 697666085#15.103 10137014#1
,,,1681.79,last,max,1682.79,1680_611,1,684464938#1 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 gneE42
,,,1682.15,last,max,1683.15,1680_551,1,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 -139051731#19 -139051731#18
,,,1682.51,last,max,1683.51,1680_729,1,gneE12 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 10150792#1 10150792#2
,,,1682.87,last,max,1683.87,1680_783,1,gneE18 697666083#0.332 697666081#0 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 10137507#1
,,,1683.23,last,max,1787.33,1680_336,5,10150738 598977856#0 10137507#1
,,,1683.59,last,max,1764.00,1680_50,5,-10150792#4 -10150792#1 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -508466788#1 -69232295#3
,,,1683.95,last,max,1692.92,1680_447,2,363648686#0 363648686#2 363648686#3 363648686#5 105826050#1
,,,1684.31,last,max,1685.31,1680_498,1,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 10150792#1 10150792#2
,,,1684.67,last,max,1685.67,1680_44,1,-10137014#3 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 697666082#1 697666085#0 gneE29
,,,1685.03,last,max,1847.28,1680_575,16,683763247#0 591388258#0 -139051731#19 -139051731#18
,,,1685.38,last,max,1753.95,1680_93,3,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 -591388258#1 -683763247#1
,,,1685.74,last,max,1686.74,1680_354,1,10150738 598977856#0 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 10150792#1 10150792#2
,,,1686.10,last,max,1848.72,1680_364,21,139051731#16 139051731#19 -591388258#1 -683763247#1
,,,1686.46,last,max,1687.46,1680_160,1,-632830121#1 -696962877#4 -696962877#1.83 -10147126#9
,,,1686.82,last,max,1687.82,1680_744,1,gneE12 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 10137507#1
,,,1687.18,last,max,1754.31,1680_25,2,-10137014#3 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -508466788#1 -69232295#3
,,,1687.54,last,max,1711.59,1680_431,3,145218802#36 145218802#37 172099960#1 172099960#2
,,,1688.26,last,max,1789.13,1680_430,2,145218802#36 145218802#37 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,1688.62,last,max,1707.28,1680_564,3,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 -10133290#0 -10150790#3
,,,1688.97,last,max,1689.97,1680_429,1,145218802#36 145218802#37 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 10137507#1
,,,1689.33,last,max,1712.31,1680_12,2,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,1689.69,last,max,1701.54,1680_101,2,-146626846#5 -146626846#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,1690.05,last,max,1691.05,1680_65,1,-10150792#4 -10150792#1 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -697666081#1 -697666083#6 -697666083#6.199 -697666084 -207412426#1 -697666080 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,1690.41,last,max,1691.41,1680_340,1,10150738 598977856#0 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 -10124969#6 -10124969#5
,,,1691.13,last,max,1692.13,1680_213,1,-69221466#3 -69221466#0 -69221466#0.18 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 -697666085#9 -697666085#8 gneE26
,,,1691.49,last,max,1692.49,1680_491,1,363648686#2 363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 172099960#1 172099960#2
,,,1691.85,last,max,1746.77,1680_334,5,10147126#4 10137014#1
,,,1692.21,last,max,1739.95,1680_22,3,-10137014#3 -10147126#9
,,,1692.56,last,max,1706.56,1680_259,4,10131659#1 10131659#5 10131659#5.37 69221466#0 69221466#1
,,,1693.28,last,max,1694.28,1680_427,1,145218802#36 145218802#37 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 -598977856#0 -10150738
,,,1694.00,last,max,1736.00,1680_105,5,-172099960#8 -172099960#1 -145218802#37 -145218802#36
,,,1694.72,last,max,1695.72,1680_3,1,-10128856#0 10131659#5 10131659#5.37 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 10150792#1 10150792#2
,,,1695.08,last,max,1696.08,1680_357,1,10150738 598977856#0 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 697666085#12 697666085#13 697666085#13.295 697666085#15.103 696962877#0 632830122
,,,1695.44,last,max,1696.44,1680_517,1,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 -591388258#1 -683763247#1
,,,1695.79,last,max,1696.79,1680_348,1,10150738 598977856#0 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 -10131659#5 10128856#0
,,,1696.15,last,max,1735.28,1680_163,3,-632830121#1 -696962877#4 -696962877#1.83 -697666085#15 -697666085#12 -697666085#9 -697666085#8 -697666085#8.761 -697666082#1 -508466788#1 -69232295#3
,,,1696.87,last,max,1697.87,1680_531,1,363648686#3 363648686#5 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 10150792#1 10150792#2
,,,1697.23,last,max,1845.49,1680_480,3,363648686#2 363648686#3 363648686#5 -598977856#0 138668049
,,,1697.59,last,max,1698.59,1680_433,1,145218802#36 145218802#37 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -145216628#2 -145216628#1
,,,1697.95,last,max,1698.95,1680_603,1,683763247#0 683763248 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 -591388261#0
,,,1698.31,last,max,1699.31,1680_241,1,10124969#4 10124969#6 692513877#1 692513877#1.27 692123191 -591388261#0
,,,1698.67,last,max,1699.67,1680_795,1,gneE2 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 -145216628#2 -145216628#1
,,,1699.38,last,max,1820.00,1680_792,3,gneE2 591388269#1.160 591388269#1.258 692123188 692513881#1 621228441#0-AddedOnRampEdge
,,,1700.10,last,max,1701.10,1680_137,1,-32921656#0 683763238#1.51 692513882 692513882.119 692513882.255 692513873 692513873.472 -591388258#1 -683763247#1
,,,1700.46,last,max,1701.46,1680_264,1,10131659#1 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 -10124969#6 -10124969#5
,,,1700.82,last,max,1701.82,1680_221,1,10124969#4 10124969#6 692513873 692513873.472 -591388258#1 -683763247#1
,,,1701.18,last,max,1702.18,1680_247,1,10124969#4 10124969#6 692513877#1 692513877#1.27 692123191 692513882 692513882.119 692513882.255 692513874#0 692513874#1
,,,1701.90,last,max,1702.90,1680_304,1,10147126#4 -697666085#15 -697666085#12 -10133290#0 -10150790#3
,,,1702.26,last,max,1703.26,1680_19,1,-10128856#0 10131659#5 gneE41 -697666080.66 -207412432#8 -207412432#8.103 -207412432#3 -207412432#0 -207412432#0.230 600491439#0 146626843#0 146626843#0.250 146626843#0.250.97 146626843#2 146626842#2 207412421-AddedOnRampEdge 591388255#1 692513877#1 692513877#1.27 692123191 692513879#1 683763253#1 683763253#1.209 105826050#1
,,,1702.97,last,max,1703.97,1680_679,1,749736413#1 749736413#1.127 591388269#1 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 145216629#1 146626846#1 -146626846#5 -146626846#0 146626843#0 146626843#0.250 gneE42
,,,1703.33,last,max,1704.33,1680_797,1,gneE2 591388269#1.160 591388269#1.258 692123188 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 207412432#3 207412432#4 207412432#4.140 697666080 207412426#0 697666084 697666083#0 697666083#0.332 697666081#0 697666082#1 697666085#0 697666085#0.242 697666085#9 10150792#1 10150792#2
,,,1704.05,last,max,1705.05,1680_558,1,621228442#0 621228442#1 692513882 692513882.119 692513882.255 692513873 692513873.472 146626844#2 146626844#2.308 146626844#5.190 146626841#1 146626839#0 146626839#0.73 207412432#0.28 172099960#1 172099960#2
